Class ID,class,order,family,genus,species,image count,Geographical Spread,Role in Ecosystem,Size Distribution
2107,Insecta,Lepidoptera,Pieridae,Mylothris,agathina,132,"sub-Saharan Africa, South Africa, Kenya, Zambia, Mozambique",Pollinator,50-60 mm
2108,Insecta,Lepidoptera,Pieridae,Nathalis,iole,6921,"United States, Mexico, Central America, Northern South America, the Caribbean",Pollinator,Approximately 18-28 mm in wingspan
2109,Insecta,Lepidoptera,Pieridae,Neophasia,menapia,941,"Western North America, Oregon, California, Arizona, New Mexico, British Columbia",Pest,40-60 millimeters
2110,Insecta,Lepidoptera,Pieridae,Pareronia,hippia,540,"India, Nepal, Bhutan, Bangladesh, Myanmar",Pollinator,50-60 millimeters
2111,Insecta,Lepidoptera,Pieridae,Phoebis,sennae,9949,"Southern United States, Central America, South America, and the Caribbean",pollinator,50-80 millimeters
2112,Insecta,Lepidoptera,Pieridae,Phoebis,agarithe,2417,"Mexico, Central America, South America, Southern United States, West Indies",Pollinator,63 to 86 millimeters
2113,Insecta,Lepidoptera,Pieridae,Phoebis,philea,1149,"Brazil, Peru, Mexico, Argentina, Florida",Pollinator,Approximately 68-80 millimeters for adult wingspan
2114,Insecta,Lepidoptera,Pieridae,Pieris,marginalis,1848,"Western North America, Pacific Coast, British Columbia, Washington, Oregon",Pollinator,40-50 millimeters
2115,Insecta,Lepidoptera,Pieridae,Pieris,oleracea,846,"Northeastern United States, Southeastern Canada, Great Lakes region, Northern Midwest, Appalachian Mountains",Pollinator,Approximately 45-50 millimeters
2116,Insecta,Lepidoptera,Pieridae,Pieris,canidia,1038,"India, Pakistan, Bangladesh, China, Japan",Pest,40-50 millimeters
2117,Insecta,Lepidoptera,Pieridae,Pieris,virginiensis,371,"Eastern United States, Canada, Ohio, West Virginia, Virginia",Pollinator,Approximately 40-50 millimeters
2118,Insecta,Lepidoptera,Pieridae,Pieris,rapae,51732,"Europe, North America, Asia, Australia, New Zealand",Pest,29-35 millimeters
2119,Insecta,Lepidoptera,Pieridae,Pieris,brassicae,8383,"Europe, Northern Africa, Asia, Great Britain, Scandinavia, Italian Peninsula",Pest,63–90 mm
2120,Insecta,Lepidoptera,Pieridae,Pieris,napi,10224,"Europe, North America, Asia, United Kingdom, Scandinavia",Pollinator,40-50 millimeters
2121,Insecta,Lepidoptera,Pieridae,Pontia,daplidice,802,"Southern Europe, North Africa, Central Asia, South Asia",Pollinator,40-50 millimeters
2122,Insecta,Lepidoptera,Pieridae,Pontia,edusa,1672,"Central Asia, Eastern Europe, Middle East, Western China, Caucasus",Pollinator,40 to 50 millimeters
2123,Insecta,Lepidoptera,Pieridae,Pontia,occidentalis,672,"Western North America, California, Oregon, Washington, British Columbia, Alaska",Pollinator,45 to 55 millimeters
2124,Insecta,Lepidoptera,Pieridae,Pontia,protodice,8017,"United States, Southern Canada, Northern Mexico, and parts of Central America",Pest,Approximately 32-45 millimeters
2125,Insecta,Lepidoptera,Pieridae,Pyrisitia,nise,332,"Brazil, Argentina, Paraguay, Uruguay, Texas",Pollinator,Approximately 35 to 40 millimeters
2126,Insecta,Lepidoptera,Pieridae,Pyrisitia,proterpia,1144,"Southern United States, Central America, South America, occasionally in North Northern United States",Pollinator,Approximately 30-38 millimeters in wingspan
2127,Insecta,Lepidoptera,Pieridae,Pyrisitia,lisa,5440,"United States, Mexico, Central America, West Indies, South America",Pollinator,22-28 millimeters
2128,Insecta,Lepidoptera,Pieridae,Zerene,cesonia,3048,"United States, Mexico, Central America, Colombia, Venezuela",Pollinator,50-65 millimeters
2129,Insecta,Hemiptera,Plataspidae,Megacopta,cribraria,2023,"United States, Georgia, South Carolina, North Carolina, Virginia, Alabama",Pest,4 to 6 mm
2130,Insecta,Odonata,Platycnemididae,Copera,marginipes,1248,"India, Sri Lanka, Myanmar, Thailand, Vietnam",Predator,Adult body length approximately 30-40 mm
2131,Insecta,Odonata,Platycnemididae,Nososticta,solida,772,"Australia, New Guinea, Aru Islands, New Caledonia, Vanuatu",Predator,30 to 35 mm
2132,Insecta,Odonata,Platycnemididae,Platycnemis,pennipes,5860,"United Kingdom, France, Italian Peninsula, Balkans, Baltic States",Predator,Approximately 32 to 35 millimeters
2133,Insecta,Lepidoptera,Plutellidae,Plutella,xylostella,5567,"Asia, Europe, North America, South America, Africa",Pest,8-9 mm
2134,Insecta,Phasmida,Pseudophasmatidae,Anisomorpha,buprestoides,1343,"United States, Florida, Georgia, South Carolina, Alabama, Texas",Indicator species,50-100mm
2135,Insecta,Psocodea,Psocidae,Cerastipsocus,venosus,1816,"United States, Canada, Mexico, Central America, South America",Decomposer,Approximately 4-7 millimeters
2136,Insecta,Lepidoptera,Psychidae,Psyche,casta,860,"United States, Europe, Japan, Australia, Southeast Asia",Pest,12-40 millimeters
2137,Insecta,Lepidoptera,Psychidae,Thyridopteryx,ephemeraeformis,1729,"United States, Southern Canada, Mexico, Central America, Northern South America",pest,12-40 millimeters
2138,Insecta,Diptera,Psychodidae,Clogmia,albipunctata,5770,"North America, Europe, Asia, South America, Africa",Decomposer,1.5 to 5 mm
2139,Insecta,Lepidoptera,Pterophoridae,Emmelina,monodactyla,2623,"Europe, Northern Asia, North America, New Zealand, Australia",,Wingspan of approximately 18-27 millimeters
2140,Insecta,Lepidoptera,Pterophoridae,Hellinsia,homodactylus,335,,,
2141,Insecta,Lepidoptera,Pterophoridae,Pterophorus,pentadactyla,1136,"United Kingdom, Ireland, Europe, North Africa, Asia",Pollinator,Approximately 24-35 millimeters in wingspan
2142,Insecta,Lepidoptera,Pterophoridae,Sphenarches,anisodactylus,504,"Australia, Africa, Hawaii, New Zealand, India",Pest,Approximately 10-12 millimeters
2143,Insecta,Diptera,Ptychopteridae,Bittacomorpha,clavipes,1111,"United States, Canada, Northern Mexico, Eastern North America, Northern Europe",Indicator species,Approximately 40-50 mm
2144,Insecta,Lepidoptera,Pyralidae,Aglossa,pinguinalis,702,"Europe, Asia, North Africa, North America, New Zealand",Pest,22-28 mm
2145,Insecta,Lepidoptera,Pyralidae,Aphomia,sociella,2268,"Europe, North Africa, Asia, North America",Pest,18-30 millimeters
2146,Insecta,Lepidoptera,Pyralidae,Arta,olivalis,484,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
2147,Insecta,Lepidoptera,Pyralidae,Arta,statalis,629,Not Available,Not Available,Not Available
2148,Insecta,Lepidoptera,Pyralidae,Clydonopteron,sacculana,400,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
2149,Insecta,Lepidoptera,Pyralidae,Endotricha,mesenterialis,865,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into: pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
2150,Insecta,Lepidoptera,Pyralidae,Endotricha,pyrosalis,430,Enter comma-separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, indicator species, invasive species",Enter size in millimeters when the insect is an adult
2151,Insecta,Lepidoptera,Pyralidae,Endotricha,flammealis,1777,"United Kingdom, Ireland, France, Portugal, Spain",Pest,18-24 mm wingspan
2152,Insecta,Lepidoptera,Pyralidae,Epipaschia,superatalis,523,Not specified,Not specified,Not specified
2153,Insecta,Lepidoptera,Pyralidae,Eulogia,ochrifrontella,615,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
2154,Insecta,Lepidoptera,Pyralidae,Galasa,nigrinodis,1565,"Eastern United States, Southeastern Canada, Texas, Florida, Illinois",Pest,Approximately 10-15 mm in wingspan
2155,Insecta,Lepidoptera,Pyralidae,Galleria,mellonella,722,"Europe, North America, Asia, Australia, Africa",pest,12-15 mm in wingspan
2156,Insecta,Lepidoptera,Pyralidae,Hypsopygia,binodulalis,422,Enter comma-separated list of top 5 places where this insect is found,Indicator species,Enter size in millimeter when the insect is adult
2157,Insecta,Lepidoptera,Pyralidae,Hypsopygia,olinalis,2342,"United States, Canada, Mexico, Central America, South America",Pest,Wingspan: 17-22 millimeters
2158,Insecta,Lepidoptera,Pyralidae,Hypsopygia,costalis,1364,"Europe, Asia, North Africa, North America, Oceania",Pest,Approximately 18-30 mm in wingspan when the insect is adult
2159,Insecta,Lepidoptera,Pyralidae,Moodna,ostrinella,388,"Southeastern United States, including Florida, Georgia, South Carolina, North Carolina, Alabama",Pollinator,Wing span approximately 15-20 mm
2160,Insecta,Lepidoptera,Pyralidae,Oncocera,semirubella,947,"United Kingdom, France, Spain, Portugal, Italy",,Wingspan approximately 18-22 mm
2161,Insecta,Lepidoptera,Pyralidae,Plodia,interpunctella,2766,"United States, United Kingdom, Canada, Australia, Germany",Pest,Adult wingspan 16-20 mm
2162,Insecta,Lepidoptera,Pyralidae,Pococera,asperatella,393,"Northeastern United States, Southeastern United States, Midwestern United States, Eastern Canada, Southeastern Canada",Pest,Not specified
2163,Insecta,Lepidoptera,Pyralidae,Pyralis,farinalis,3673,"Europe, North America, South America, Africa, Australia",Pest,18-30 millimeters in wingspan
2164,Insecta,Lepidoptera,Pyralidae,Spectrotrota,fimbrialis,588,Top 5 geographical places,Role classification,The size range when the insect is an adult
2165,Insecta,Lepidoptera,Pyralidae,Synaphe,punctalis,1116,"France, Spain, Portugal, Central Europe, North Africa",Indicator species,Wingspan of approximately 20-30 millimeters
2166,Insecta,Lepidoptera,Pyralidae,Tosale,oviplagalis,719,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
2167,Insecta,Orthoptera,Pyrgomorphidae,Dictyophorus,spumans,895,"South Africa, Zimbabwe, Namibia, Botswana, Mozambique",It's primarily a herbivore and can be a pest due to its feeding habits on crops and vegetation.,Approximately 40-70 mm
2168,Insecta,Orthoptera,Pyrgomorphidae,Zonocerus,elegans,427,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
2169,Insecta,Coleoptera,Pyrochroidae,Pyrochroa,coccinea,190,"United Kingdom, Germany, Poland, Sweden, France",Predator,12-20 mm
2170,Insecta,Coleoptera,Pyrochroidae,Pyrochroa,serraticornis,2360,"United Kingdom, Germany, France, Poland, Sweden",Predator,14-18
2171,Insecta,Hemiptera,Pyrrhocoridae,Dindymus,versicolor,948,"Australia, Tasmania, New Guinea, Java, New Zealand",Pest,Approximately 12 mm
2172,Insecta,Hemiptera,Pyrrhocoridae,Dysdercus,cingulatus,618,"India, Sri Lanka, Pakistan, Myanmar, Thailand",Pest,11-14 millimeters
2173,Insecta,Hemiptera,Pyrrhocoridae,Pyrrhocoris,apterus,12612,"Europe, Middle East, North Africa, Central Asia",Decomposer,9-12 millimeters
2174,Insecta,Hemiptera,Pyrrhocoridae,Scantius,aegyptius,1157,"Southern Europe, Northern Africa, Middle East, Southwestern United States",Pest,8-11 mm
2175,Insecta,Hemiptera,Reduviidae,Apiomerus,spissipes,1229,"United States, Mexico, Brazil, Argentina, Uruguay",Predator,Approximately 12 to 20 mm
2176,Insecta,Hemiptera,Reduviidae,Apiomerus,californicus,773,"California, Oregon, Nevada, Utah, Arizona",Predator,Approximately 13-24 mm
2177,Insecta,Hemiptera,Reduviidae,Arilus,cristatus,14660,"United States, Canada, Mexico, Central America, Colombia",predator,25-35 millimeters
2178,Insecta,Hemiptera,Reduviidae,Melanolestes,picipes,872,"United States, Mexico, Central America, West Indies, South America",Predator,Approximately 20 mm
2179,Insecta,Hemiptera,Reduviidae,Phymata,americana,1219,"United States, Canada, Mexico, Costa Rica, Panama",Predator,7-12 mm
2180,Insecta,Hemiptera,Reduviidae,Pselliopus,barberi,1220,"United States, mainly southeastern regions",Predator,Approximately 12-20 mm
2181,Insecta,Hemiptera,Reduviidae,Rasahus,hamatus,548,"United States, Mexico, Brazil, Costa Rica, Argentina",Predator,Approximately 20-25 mm
2182,Insecta,Hemiptera,Reduviidae,Reduvius,personatus,1704,"Europe, North America, Central America, South America",Predator,17-22 millimeters
2183,Insecta,Hemiptera,Reduviidae,Repipta,taurus,474,"Brazil, Argentina, Paraguay, Uruguay, and Bolivia",Predator,Approximately 20-30 millimeters
2184,Insecta,Hemiptera,Reduviidae,Zelus,longipes,5345,"United States, Mexico, Central America, South America, West Indies",Predator,13-17 millimeters
2185,Insecta,Hemiptera,Reduviidae,Zelus,renardii,4367,"United States, Mexico, Central America, South America",Predator,13 to 19 mm
2186,Insecta,Hemiptera,Reduviidae,Zelus,luridus,7646,"United States, Canada, Mexico, Central America, South America",Predator,Approximately 12-18 millimeters
2187,Insecta,Hemiptera,Reduviidae,Zelus,tetracanthus,820,"Southeastern United States, Mexico, Central America",Predator,Approximately 13-20 mm
2188,Insecta,Diptera,Rhagionidae,Chrysopilus,thoracicus,2761,"Eastern United States, Southeastern Canada, Pennsylvania, New York, Virginia, North Carolina",Predator,Approximately 10-12 mm
2189,Insecta,Orthoptera,Rhaphidophoridae,Tachycines,asynamorus,1112,"China, Japan, Korea, Russia, Europe",Pest,Approximately 12-17 millimeters
2190,Insecta,Hemiptera,Rhopalidae,Boisea,trivittata,7385,"United States, Canada, Eastern Asia, Northeastern Mexico, Central America",Pest,Approximately 11 to 14 millimeters
2191,Insecta,Hemiptera,Rhopalidae,Boisea,rubrolineata,2044,"United States, Canada, Mexico, Guatemala, Honduras",Pest,11-14 mm
2192,Insecta,Hemiptera,Rhopalidae,Corizus,hyoscyami,2672,"United Kingdom, France, Germany, Spain, Italy",Predator,9-11 mm
2193,Insecta,Hemiptera,Rhopalidae,Jadera,haematoloma,4645,"United States, Central America, South America, Mexico, Australia",Pest,12 to 14 mm
2194,Insecta,Hemiptera,Rhyparochromidae,Myodocha,serripes,2536,"Southeastern United States, Northeastern Mexico, North Carolina, Florida, Texas",,Approximately 6-8 mm
2195,Insecta,Hemiptera,Rhyparochromidae,Rhyparochromus,vulgaris,1572,"Europe, Asia, North Africa, North America",,Approximately 4-5 mm
2196,Insecta,Hemiptera,Ricaniidae,Scolypopa,australis,1232,"New Zealand, Australia, Fiji, Samoa, Tonga",Pest,6 to 7 mm
2197,Insecta,Lepidoptera,Riodinidae,Abisara,echerius,628,"India, Nepal, Bhutan, Bangladesh, Myanmar",Pollinator,Approximately 40-45 millimeters
2198,Insecta,Lepidoptera,Riodinidae,Apodemia,virgulti,1993,"United States, Mexico, San Diego County, Riverside County, Baja California",Pollinator,Wingspan approx. 25-35 mm
2199,Insecta,Lepidoptera,Riodinidae,Calephelis,virginiensis,430,"USA (specifically Florida, Georgia, South Carolina, North Carolina, Virginia)",Pollinator,Approximately 20-30 mm in wingspan
2200,Insecta,Lepidoptera,Riodinidae,Calephelis,nemesis,1361,"United States, Mexico, Honduras, Panama, Colombia",Pollinator,Approximately 20-30 millimeters
2201,Insecta,Lepidoptera,Riodinidae,Caria,ino,509,"Mexico, Honduras, Guatemala, Belize, Panama",Pollinator,Wingspan ranges from 25 to 35 millimeters
2202,Insecta,Lepidoptera,Riodinidae,Emesis,emesia,173,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
2203,Insecta,Lepidoptera,Riodinidae,Hamearis,lucina,664,"United Kingdom, France, Spain, Italy, Germany",Pollinator,Approximately 29-31 millimeters
2204,Insecta,Lepidoptera,Riodinidae,Melanis,pixe,660,Enter comma separated list of top 5 places where this insect is found,"Classify this insect into pest, predator, pollinator, parasitoid, decomposer, Indicator species, Invasive species",Enter size in millimeter when the insect is adult
2205,Insecta,Lepidoptera,Riodinidae,Melanis,cephise,400,Enter comma-separated list of top 5 places where this insect is found,"Classify this insect into: pest, predator, pollinator, parasitoid, decomposer, indicator species, invasive species",Enter size in millimeters when the insect is an adult
2206,Insecta,Lepidoptera,Riodinidae,Rhetus,arcius,383,"Brazil, Costa Rica, Panama, Colombia, Ecuador",Pollinator,Approximately 25 to 35 millimeters
2207,Insecta,Lepidoptera,Riodinidae,Zemeros,flegyas,1086,"India, Nepal, Bhutan, Bangladesh, and Myanmar",Pollinator,Approximately 30-40 millimeters
2208,Insecta,Orthoptera,Romaleidae,Brachystola,magna,1568,"United States, Canada, Mexico, Central America, Northern South America",Herbivore,50-70 mm
2209,Insecta,Orthoptera,Romaleidae,Romalea,microptera,5822,"United States, Mexico, Central America, the Bahamas, Cuba",Pest,50-70 millimeters
2210,Insecta,Orthoptera,Romaleidae,Taeniopoda,eques,707,"Mexico, Arizona, New Mexico, Texas, Southeastern California",Herbivore,50 to 70
2211,Insecta,Orthoptera,Romaleidae,Tropidacris,collaris,850,"Central America, South America, Trinidad, Northern Argentina, Colombia",Herbivore,90-110 mm
2212,Insecta,Orthoptera,Romaleidae,Tropidacris,cristata,1126,"Central America, South America, Caribbean, Mexico, Northern South America",Herbivore,90-110 mm
2213,Insecta,Lepidoptera,Saturniidae,Actias,luna,12384,"United States, Canada, Mexico, India, Japan",Pollinator,100-115 millimeters
2214,Insecta,Lepidoptera,Saturniidae,Anisota,senatoria,756,"Eastern United States, Canada, Georgia, Florida, Minnesota",Pest,35-55 millimeters
2215,Insecta,Lepidoptera,Saturniidae,Anisota,virginiensis,1044,"Eastern United States, Ontario, Quebec, Nova Scotia",Pest,Approximately 35-45 millimeters
2216,Insecta,Lepidoptera,Saturniidae,Anisota,stigma,544,"Eastern United States, Ontario, Quebec, Nova Scotia, New Brunswick",Pest,40-55 millimeters
2217,Insecta,Lepidoptera,Saturniidae,Antheraea,polyphemus,13532,"United States, Canada, Mexico, Guatemala, Belize",Pollinator,100-150
